Unnamed: 0,Name,Code,Sector,Industry,Price,Change%,Volume,MCap.(M),Long Name
471,NSOP,2038.KL,Plantation,Plantation,3.98,1.3,220.0,279.4,Negri Sembilan Oil Palms Berhad
472,CENSOF,5195.KL,Technology,Software,0.18,-2.7,1672.0,99.41,Censof Holdings Berhad
473,DIALOG,7277.KL,Energy,"Energy, Infrastructure, Equipment & Services",1.48,-4.5,181526.0,8356.11,Dialog Group Berhad
474,SUNVIEW,0262.KL,Energy,Renewable Energy,0.405,0.0,32991.0,229.93,Sunview Group Berhad
475,PCCS,6068.KL,Consumer Products & Services,Personal Goods,0.345,0.0,0.0,76.94,PCCS Group Berhad
476,FIAMMA,6939.KL,Consumer Products & Services,Houshold Goods,1.08,0.0,1801.0,572.65,Fiamma Holdings Berhad
477,AIMFLEX,0209.KL,Technology,Technology Equipment,0.115,4.5,50235.0,169.38,Aimflex Berhad
478,KGW,0282.KL,Transportation & Logistics,Transportation & Logistics Services,0.17,3.0,9939.0,82.08,KGW Group Berhad
479,NGGB,7241.KL,Industrial Products & Services,Industrial Services,0.79,-0.6,32527.0,843.69,Nextgreen Global Berhad
480,MYTECH,7692.KL,Industrial Products & Services,Metals,0.3,-13.0,100.0,67.13,MyTech Group Berhad
481,ALAQAR,5116.KL,Real Estate Investment Trusts,Real Estate Investment Trusts,1.27,-0.8,743.0,1066.29,Al-'Aqar Healthcare REIT
482,JCY,5161.KL,Technology,Technology Equipment,0.375,4.2,64455.0,805.46,JCY International Berhad
483,TECHSTORE,0343.KL,Technology,Software,0.18,9.1,68607.0,90.0,TechStore Berhad
484,ZHULIAN,5131.KL,Consumer Products & Services,Consumer Services,1.15,0.0,1049.0,529.0,Zhulian Corporation Berhad
485,IJM,3336.KL,Construction,Construction,2.07,4.0,61949.0,7550.46,IJM Corporation Berhad
486,PRIVA,0123.KL,Telecommunications & Media,Telecommunications Equipment,0.1,5.3,12322.0,67.54,Privasia Technology Berhad
487,MESTRON,0207.KL,Industrial Products & Services,Metals,0.275,0.0,15693.0,275.21,Mestron Holdings Berhad
488,MBRIGHT,2097.KL,Consumer Products & Services,"Travel, Leisure & Hospitality",0.12,0.0,260.0,303.76,Meta Bright Group Berhad
489,BLDPLNT,5069.KL,Plantation,Plantation,10.84,0.0,0.0,1013.54,BLD Plantation Bhd.
490,POHUAT,7088.KL,Consumer Products & Services,Houshold Goods,1.27,0.8,767.0,353.44,Poh Huat Resources Holdings Berhad
491,NOVA,0201.KL,Health Care,Pharmaceuticals,0.32,1.6,601.0,101.99,Nova Wellness Group Berhad
492,SWIFT,5303.KL,Transportation & Logistics,Transportation & Logistics Services,0.425,3.7,3232.0,379.66,Swift Haulage Berhad
493,MUHIBAH,5703.KL,Construction,Construction,0.66,0.0,15060.0,482.45,Muhibbah Engineering (M) Bhd.
494,KSSC,5192.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.86,-1.1,22329.0,159.34,K. Seng Seng Corporation Berhad
495,KPPROP,7077.KL,Property,Property,0.47,-3.1,6650.0,272.67,Kerjaya Prospek Property Berhad
496,MENANG,1694.KL,Property,Property,0.66,3.1,230.0,469.17,Menang Corporation (M) Berhad
497,UMCCA,2593.KL,Plantation,Plantation,5.06,0.0,0.0,1061.43,United Malacca Berhad
498,GOB,1147.KL,Property,Property,0.145,3.6,1211.0,65.93,Global Oriental Berhad
499,BONIA,9288.KL,Consumer Products & Services,Personal Goods,1.32,1.5,23.0,266.07,Bonia Corporation Berhad
500,ACME,7131.KL,Property,Property,0.145,-3.3,2767.0,53.29,ACME Holdings Berhad
501,NESTCON,0235.KL,Construction,Construction,0.4,1.3,35835.0,285.88,Nestcon Berhad
502,TELADAN,0230.KL,Property,Property,0.955,0.0,310.0,781.67,Teladan Group Berhad
503,MAXIM,4022.KL,Property,Property,0.27,0.0,378.0,198.52,Maxim Global Berhad
504,TIENWAH,7374.KL,Industrial Products & Services,Industrial Services,0.79,0.0,0.0,114.35,Tien Wah Press Holdings Berhad
505,UOADEV,5200.KL,Property,Property,1.76,-0.6,6474.0,4619.87,UOA Development Bhd
506,CEPAT,8982.KL,Plantation,Plantation,0.685,-0.7,683.0,218.14,Cepatwawasan Group Berhad
507,KSENG,3476.KL,Industrial Products & Services,Diversified Industrials,5.7,0.2,208.0,2060.42,Keck Seng (Malaysia) Berhad
508,SFPTECH,0251.KL,Technology,Semiconductors,0.285,11.8,205205.0,684.0,SFP Tech Holdings Berhad
509,HIGHTEC,7033.KL,Industrial Products & Services,Industrial Engineering,0.71,0.0,0.0,86.5,Kumpulan H & L High-Tech Berhad
510,KOBAY,6971.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",1.16,1.8,2931.0,378.37,Kobay Technology Bhd.
511,KPSCB,9121.KL,Industrial Products & Services,Wood & Wood Products,0.47,2.2,134.0,76.43,KPS Consortium Berhad
512,FIMACOR,3107.KL,Industrial Products & Services,Industrial Services,1.66,0.0,137.0,407.13,Fima Corporation Berhad
513,AZRB,7078.KL,Construction,Construction,0.19,0.0,7513.0,124.97,Ahmad Zaki Resources Berhad
514,SIMEPROP,5288.KL,Property,Property,1.34,3.1,256883.0,9113.12,Sime Darby Property Berhad
515,MAG,0095.KL,Consumer Products & Services,Food & Beverages,0.18,0.0,39098.0,342.18,MAG Holdings Berhad
516,NCT,0056.KL,Property,Property,0.47,0.0,2602.0,885.23,NCT Alliance Berhad
517,KTI,0308.KL,Property,Property,0.385,1.3,7784.0,308.0,
518,SAB,5134.KL,Industrial Products & Services,Chemicals,2.89,0.3,28.0,395.74,Southern Acids (M) Berhad
519,BJCORP,3395.KL,Industrial Products & Services,Diversified Industrials,0.29,0.0,34632.0,1729.14,Berjaya Corporation Berhad
520,SUNLOGY,0345.KL,Construction,Construction,0.25,-2.0,28252.0,175.0,
521,MALAKOF,5264.KL,Utilities,Electricity,0.82,0.0,37846.0,4100.0,Malakoff Corporation Berhad
522,HHRG,0175.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.095,5.6,11275.0,91.34,HHRG Berhad
523,SJC,9431.KL,Telecommunications & Media,Media,0.31,0.0,140.0,66.2,Seni Jaya Corporation Berhad
524,SSF,0287.KL,Consumer Products & Services,Retailers,0.395,1.3,47429.0,316.0,SSF Home Group Berhad
525,MALPAC,4936.KL,Plantation,Plantation,0.795,0.0,0.0,59.63,Malpac Holdings Berhad
526,CHGP,7187.KL,Transportation & Logistics,Transportation Equipment,2.1,-0.5,373.0,1388.3,Chin Hin Group Property Berhad
527,HWATAI,8478.KL,Consumer Products & Services,Food & Beverages,0.47,0.0,80.0,35.17,Hwa Tai Industries Berhad
528,PPB,4065.KL,Consumer Products & Services,Food & Beverages,11.04,2.6,6110.0,15705.49,PPB Group Berhad
529,MIKROMB,0112.KL,Technology,Technology Equipment,0.185,2.8,74.0,223.54,Mikro MSC Berhad
530,WEGMANS,0197.KL,Consumer Products & Services,Houshold Goods,0.16,0.0,339.0,88.01,Wegmans Holdings Berhad
531,PLENITU,5075.KL,Property,Property,1.42,0.0,383.0,541.78,Plenitude Berhad
532,FGV,5222.KL,Plantation,Plantation,1.13,0.9,2813.0,4122.41,FGV Holdings Berhad
533,EITA,5208.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.655,2.3,160.0,197.69,EITA Resources Berhad
534,DAY3,0281.KL,Consumer Products & Services,Consumer Services,0.265,1.9,1036.0,127.2,Daythree Digital Berhad
535,VELOCITY,7165.KL,Industrial Products & Services,Building Materials,0.075,-6.2,6340.0,103.61,Velocity Capital Partner Berhad
536,RESINTC,7232.KL,Industrial Products & Services,Building Materials,0.64,1.6,1084.0,125.27,Resintech Berhad
537,MFLOUR,3662.KL,Consumer Products & Services,Food & Beverages,0.485,2.1,13901.0,600.99,Malayan Flour Mills Berhad
538,AXIATA,6888.KL,Telecommunications & Media,Telecommunications Service Providers,1.91,-1.0,43965.0,17539.15,Axiata Group Berhad
539,SDCG,0321.KL,Industrial Products & Services,Industrial Services,0.53,-0.9,135716.0,224.63,Solar District Cooling Group Berhad
540,AFFIN,5185.KL,Financial Services,Banking,2.77,-0.7,11804.0,6649.35,AFFIN Bank Berhad
541,ANEKA,0226.KL,Construction,Construction,0.135,-3.6,2665.0,93.61,Aneka Jaringan Holdings Berhad
542,HCK,7105.KL,Property,Property,2.13,-0.5,3742.0,1308.42,HCK Capital Group Berhad
543,SEG,9792.KL,Consumer Products & Services,Consumer Services,0.625,0.8,15187.0,791.09,SEG International Bhd
544,UMSNGB,7227.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.9,-6.3,140.0,72.0,UMS-Neiken Group Berhad
545,D&O,7204.KL,Technology,Semiconductors,1.27,4.1,29304.0,1574.14,D & O Green Technologies Berhad
546,CARLORINO,0335.KL,Consumer Products & Services,Personal Goods,0.165,0.0,6253.0,161.29,Carlo Rino Group Bhd
547,SPSETIA,8664.KL,Property,Property,1.25,-0.8,49851.0,6253.26,S P Setia Berhad
548,GMUTUAL,9962.KL,Property,Property,0.26,0.0,0.0,97.66,Gromutual Berhad
549,BKAWAN,1899.KL,Plantation,Plantation,19.6,0.5,5.0,7830.9,Batu Kawan Berhad
550,3REN,0328.KL,Technology,Semiconductors,0.235,0.0,20779.0,152.75,3REN Berhad
551,SUCCESS,7207.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.615,2.5,1974.0,155.69,Success Transformer Corporation Berhad
552,ACO,0218.KL,Industrial Products & Services,Industrial Services,0.215,10.3,17621.0,74.68,ACO Group Berhad
553,CYBERE,5166.KL,Consumer Products & Services,Consumer Services,0.925,0.0,288.0,157.64,Cyberjaya Education Group Berhad
554,KLK,2445.KL,Plantation,Plantation,20.86,1.3,6315.0,23283.95,Kuala Lumpur Kepong Berhad
555,MBSB,1171.KL,Financial Services,Other Financials,0.725,1.4,69329.0,5961.18,MBSB Berhad
556,XL,7121.KL,Consumer Products & Services,Consumer Services,0.52,0.0,42500.0,230.05,XL Holdings Berhad
557,EPMB,7773.KL,Industrial Products & Services,Auto Parts,0.445,2.3,798.0,127.43,EP Manufacturing Bhd
558,PLINTAS,5320.KL,Business Trust,Business Trust,0.955,0.0,0.0,1050.5,
559,SENDAI,5205.KL,Construction,Construction,0.455,0.0,15874.0,355.4,Eversendai Corporation Berhad
560,SUPREME,0330.KL,Consumer Products & Services,Consumer Services,0.2,0.0,3527.0,86.0,
561,COSMOS,0261.KL,Industrial Products & Services,Industrial Services,0.335,-1.5,250.0,85.93,Cosmos Technology International Berhad
562,ALRICH,0079.KL,Technology,Software,0.025,0.0,7583.0,27.84,Aldrich Resources Berhad
563,ASIAPAC,4057.KL,Property,Property,0.095,5.6,9919.0,141.44,Asian Pac Holdings Berhad
564,HTPADU,5028.KL,Technology,Digital Services,2.7,-0.4,3738.0,300.64,HeiTech Padu Berhad
565,PTARAS,9598.KL,Construction,Construction,1.43,-2.1,50.0,237.19,Pintaras Jaya Berhad
566,MKH,6114.KL,Property,Property,1.07,0.9,1201.0,627.61,MKH Berhad
567,SALCON,8567.KL,Utilities,"Gas, Water & Multi-Utilities",0.275,0.0,897.0,284.75,Salcon Berhad
568,UWC,5292.KL,Technology,Semiconductors,2.2,-2.7,18330.0,2424.46,UWC Berhad
569,M&A,7082.KL,Financial Services,Other Financials,0.28,5.7,2297.0,561.11,M & A Equity Holdings Berhad
570,VOLCANO,0232.KL,Industrial Products & Services,Industrial Services,0.725,5.8,40.0,131.68,Volcano Berhad
571,TANCO,2429.KL,Property,Property,1.81,0.0,135249.0,3989.99,Tanco Holdings Berhad
572,GAMUDA,5398.KL,Construction,Construction,4.24,3.4,155424.0,24184.43,Gamuda Berhad
573,MYNEWS,5275.KL,Consumer Products & Services,Retailers,0.64,6.7,7054.0,480.23,Mynews Holdings Berhad
574,SMISCOR,7132.KL,Industrial Products & Services,Auto Parts,0.7,0.0,100.0,31.36,SMIS Corporation Berhad
575,DPIH,0205.KL,Consumer Products & Services,Houshold Goods,0.11,4.8,1200.0,80.31,DPI Holdings Berhad
576,METROD,6149.KL,Industrial Products & Services,Metals,1.31,-0.8,410.0,157.2,Metrod Holdings Berhad
577,SHH,7412.KL,Consumer Products & Services,Houshold Goods,1.22,0.0,0.0,121.99,SHH Resources Holdings Berhad
578,PMBTECH,7172.KL,Industrial Products & Services,Metals,1.6,4.6,976.0,3029.77,PMB Technology Berhad
579,GUOCO,1503.KL,Property,Property,0.615,-2.4,3637.0,430.78,GuocoLand (Malaysia) Berhad
580,WINSTAR,0336.KL,Industrial Products & Services,Metals,0.46,3.4,25459.0,133.4,
581,CMSB,2852.KL,Industrial Products & Services,Building Materials,1.03,3.0,13905.0,1107.09,Cahya Mata Sarawak Berhad
582,CITAGLB,7245.KL,Industrial Products & Services,Metals,0.79,-1.2,1156.0,336.13,Citaglobal Berhad
583,SHANG,5517.KL,Consumer Products & Services,"Travel, Leisure & Hospitality",1.81,1.7,1752.0,796.4,Shangri-La Hotels (Malaysia) Berhad
584,HHHCORP,0160.KL,Industrial Products & Services,Industrial Services,0.12,0.0,0.0,47.9,Hiap Huat Holdings Berhad
585,UMS,7137.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",2.04,0.0,125.0,83.01,UMS Holdings Berhad
586,UOAREIT,5110.KL,Real Estate Investment Trusts,Real Estate Investment Trusts,0.87,-0.6,811.0,587.77,Uoa Real Estate Investment
587,CSCSTEL,5094.KL,Industrial Products & Services,Metals,1.12,0.0,812.0,425.6,CSC Steel Holdings Berhad
588,FLEXI,0231.KL,Industrial Products & Services,Industrial Services,0.15,3.4,341.0,44.95,Flexidynamic Holdings Berhad
589,JAKS,4723.KL,Construction,Construction,0.1,5.3,80009.0,262.63,JAKS Resources Berhad
590,KLUANG,2453.KL,Plantation,Plantation,5.7,3.6,17.0,360.08,Kluang Rubber Company (Malaya) Berhad
591,INSAS,3379.KL,Financial Services,Other Financials,0.845,1.2,13096.0,585.96,Insas Berhad
592,PLABS,0171.KL,Consumer Products & Services,Agricultural Products,0.18,0.0,1847.0,49.54,PeterLabs Holdings Berhad
593,RTECH,0342.KL,Consumer Products & Services,Consumer Services,0.215,2.4,47999.0,43.53,RichTech Digital Berhad
594,BWYS,0313.KL,Industrial Products & Services,Metals,0.195,0.0,2416.0,199.92,BWYS Group Berhad
595,KNUSFOR,5035.KL,Industrial Products & Services,Industrial Services,0.745,0.0,0.0,74.24,Knusford Berhad
596,GTRONIC,7022.KL,Technology,Semiconductors,0.365,2.8,41626.0,246.52,Globetronics Technology Bhd.
597,AMFIRST,5120.KL,Real Estate Investment Trusts,Real Estate Investment Trusts,0.29,0.0,6787.0,199.06,AmFirst Real Estate Investment Trust
598,TEXCHEM,8702.KL,Industrial Products & Services,Diversified Industrials,0.795,0.6,2501.0,100.47,Texchem Resources Bhd
599,BENALEC,5190.KL,Construction,Construction,0.095,0.0,10250.0,98.0,Benalec Holdings Berhad
600,CORAZA,0240.KL,Industrial Products & Services,Industrial Engineering,0.49,7.7,20998.0,242.16,Coraza Integrated Technology Berhad
601,KYM,8362.KL,Industrial Products & Services,Packaging Materials,0.33,0.0,0.0,50.36,KYM Holdings Bhd
602,BESHOM,7668.KL,Consumer Products & Services,Retailers,0.77,0.7,446.0,231.08,Beshom Holdings Berhad
603,HEKTAR,5121.KL,Real Estate Investment Trusts,Real Estate Investment Trusts,0.51,3.0,7369.0,361.74,Hektar Real Estate Investment Trust
604,KOSSAN,7153.KL,Health Care,Health Care Equipment & Services,1.8,0.6,48870.0,4604.17,Kossan Rubber Industries Bhd
605,LIIHEN,7089.KL,Consumer Products & Services,Houshold Goods,0.58,0.9,7236.0,313.2,Lii Hen Industries Bhd
606,EDGENTA,1368.KL,Industrial Products & Services,Industrial Services,0.795,2.6,2818.0,661.14,UEM Edgenta Berhad
607,MYCRON,5087.KL,Industrial Products & Services,Metals,0.35,29.6,2.0,114.47,Mycron Steel Berhad
608,KAREX,5247.KL,Consumer Products & Services,Personal Goods,0.8,1.3,11913.0,842.77,Karex Berhad
609,MISC,3816.KL,Transportation & Logistics,Transportation & Logistics Services,7.25,0.1,22189.0,32362.5,MISC Berhad
610,TTVHB,0272.KL,Technology,Semiconductors,0.385,4.1,65439.0,184.65,TT Vision Holdings Berhad
611,YONGTAI,7066.KL,Property,Property,0.15,-3.2,1959.0,64.31,Yong Tai Berhad
612,OFB,0312.KL,Consumer Products & Services,Food & Beverages,0.31,0.0,610.0,65.15,Ocean Fresh Berhad
613,SUNSURIA,3743.KL,Property,Property,0.41,-2.4,770.0,367.33,Sunsuria Berhad
614,MAYU,7099.KL,Industrial Products & Services,Metals,0.225,2.3,701.0,108.56,Mayu Global Group Berhad
615,SUNZEN,0148.KL,Consumer Products & Services,Agricultural Products,0.3,0.0,21231.0,242.44,Sunzen Group Berhad
616,MELATI,5129.KL,Construction,Construction,0.525,0.0,0.0,63.0,Melati Ehsan Holdings Berhad
617,SHCHAN,4316.KL,Plantation,Plantation,0.24,0.0,767.0,72.93,Sin Heng Chan (Malaya) Berhad
618,BRIGHT,9938.KL,Industrial Products & Services,Packaging Materials,0.165,0.0,0.0,33.88,Bright Packaging Industry Berhad
619,PCHEM,5183.KL,Industrial Products & Services,Chemicals,3.77,3.3,53467.0,30160.0,PETRONAS Chemicals Group Berhad
620,TEKSENG,7200.KL,Consumer Products & Services,Houshold Goods,0.245,-3.9,5742.0,88.36,Tek Seng Holdings Berhad
621,TURIYA,4359.KL,Technology,Semiconductors,0.25,0.0,701.0,57.18,Turiya Berhad
622,JAG,0024.KL,Industrial Products & Services,Industrial Services,0.25,0.0,33736.0,188.56,JAG Berhad
623,SURIA,6521.KL,Transportation & Logistics,Transportation & Logistics Services,1.54,7.7,474.0,532.56,Suria Capital Holdings Berhad
624,LBICAP,8494.KL,Property,Property,0.435,0.0,0.0,49.99,LBI Capital Berhad
625,MALTON,6181.KL,Property,Property,0.385,0.0,1031.0,220.89,Malton Berhad
626,HARNLEN,7501.KL,Plantation,Plantation,0.41,2.5,1761.0,258.91,Harn Len Corporation Bhd
627,SDRED,2224.KL,Property,Property,0.51,0.0,0.0,217.33,Selangor Dredging Berhad
628,TSRCAP,5042.KL,Construction,Construction,0.225,0.0,0.0,39.25,TSR Capital Berhad
629,SBH,0300.KL,Consumer Products & Services,Agricultural Products,0.235,0.0,591.0,208.68,SBH Marine Holdings Berhad
630,MITRA,9571.KL,Construction,Construction,0.325,3.2,968.0,252.25,Mitrajaya Holdings Berhad
631,PRESTAR,9873.KL,Industrial Products & Services,Metals,0.36,1.4,625.0,129.81,Prestar Resources Berhad
632,ORNA,5065.KL,Industrial Products & Services,Packaging Materials,0.755,0.0,0.0,56.81,Ornapaper Berhad
633,IGBCR,5299.KL,Real Estate Investment Trusts,Real Estate Investment Trusts,0.53,-0.9,7552.0,1275.15,IGB Commercial Real Estate Investment Trust
634,GENTING,3182.KL,Consumer Products & Services,"Travel, Leisure & Hospitality",3.09,0.3,209911.0,11979.61,Genting Berhad
635,OBHB,0327.KL,Consumer Products & Services,Food & Beverages,0.16,-5.9,4499.0,62.66,OB Holdings Berhad
636,UNISEM,5005.KL,Technology,Semiconductors,1.95,-2.0,11989.0,3145.5,Unisem (M) Berhad
637,ECOMATE,0239.KL,Consumer Products & Services,Houshold Goods,1.03,2.0,1774.0,368.77,Ecomate Holdings Berhad
638,LAMBO,0018.KL,Technology,Software,0.005,0.0,0.0,7.7,Lambo Group Berhad
639,GLOTEC,5220.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.46,-1.1,115.0,123.8,Globaltec Formation Berhad
640,MSTGOLF,5316.KL,Consumer Products & Services,Retailers,0.22,7.3,1650.0,180.59,MST Golf Group Berhad
641,HPMT,5291.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.235,2.2,1569.0,77.19,HPMT Holdings Berhad
642,PRKCORP,8346.KL,Transportation & Logistics,Transportation & Logistics Services,0.39,0.0,0.0,39.0,Perak Corporation Berhad
643,BCB,6602.KL,Property,Property,0.32,3.2,752.0,132.0,BCB Berhad
644,PGLOBAL,5331.KL,Industrial Products & Services,Metals,0.575,0.0,53440.0,488.75,
645,TAGHILL,0241.KL,Construction,Construction,0.1,0.0,20619.0,155.62,Taghill Holdings Berhad
646,DPS,7198.KL,Property,Property,0.5,0.0,225.0,132.87,DPS Resources Berhad
647,FACBIND,2984.KL,Industrial Products & Services,Metals,1.17,0.9,15.0,99.64,FACB Industries Incorporated Berhad
648,GLOMAC,5020.KL,Property,Property,0.36,1.4,2105.0,288.03,Glomac Berhad
649,CETECH,03024.KL,Industrial Products & Services,Industrial Services,0.505,0.0,0.0,174.79,CE Technology Berhad
650,JFTECH,0146.KL,Technology,Technology Equipment,0.505,0.0,9514.0,468.16,JF Technology Berhad
651,RVIEW,2542.KL,Plantation,Plantation,2.82,0.0,2.0,182.88,"Riverview Rubber Estates, Berhad"
652,IBHD,4251.KL,Property,Property,0.235,4.4,101.0,436.47,I-Berhad
653,IMASPRO,7222.KL,Industrial Products & Services,Chemicals,0.875,-0.6,322.0,70.0,Imaspro Corporation Berhad
654,TRC,5054.KL,Construction,Construction,0.32,-1.5,800.0,153.76,TRC Synergy Berhad
655,OCB,5533.KL,Consumer Products & Services,Food & Beverages,0.685,0.0,100.0,70.45,OCB Berhad
656,TITIJYA,5239.KL,Property,Property,0.25,2.0,7502.0,334.61,Titijaya Land Berhad
657,ASIAFLE,7129.KL,Consumer Products & Services,Consumer Services,1.55,2.6,261.0,303.77,Asia File Corporation Bhd.
658,VTC,0319.KL,Technology,Digital Services,0.365,4.3,4498.0,143.08,VETECE Holdings Berhad
659,SENHENG,5305.KL,Consumer Products & Services,Retailers,0.205,2.5,4809.0,307.5,Senheng New Retail Berhad
660,OCK,0172.KL,Telecommunications & Media,Telecommunications Service Providers,0.415,3.7,5614.0,445.02,OCK Group Berhad
661,RGTBHD,9954.KL,Industrial Products & Services,Chemicals,0.505,-1.0,83.0,178.01,RGT Berhad
662,ADVENTA,7191.KL,Health Care,Health Care Equipment & Services,0.235,2.2,1369.0,71.81,Adventa Berhad
663,KEN,7323.KL,Property,Property,0.485,6.6,178.0,92.98,Ken Holdings Berhad
664,MSM,5202.KL,Consumer Products & Services,Food & Beverages,1.17,-4.9,82655.0,822.49,MSM Malaysia Holdings Berhad
665,MULPHA,3905.KL,Consumer Products & Services,"Travel, Leisure & Hospitality",2.8,1.1,1736.0,871.3,Mulpha International Bhd
666,SKYGATE,7249.KL,Property,Property,0.705,2.9,580.0,225.29,Skygate Solutions Berhad
667,TWL,7079.KL,Property,Property,0.025,25.0,15488.0,156.31,TWL Holdings Berhad
668,GENM,4715.KL,Consumer Products & Services,"Travel, Leisure & Hospitality",1.81,0.0,290165.0,10747.86,Genting Malaysia Berhad
669,LUSTER,5068.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.06,0.0,122.0,181.36,Luster Industries Bhd
670,ELSOFT,0090.KL,Technology,Technology Equipment,0.33,0.0,1433.0,229.07,Elsoft Research Berhad
671,VARIA,5006.KL,Construction,Construction,0.8,7.4,40.0,346.0,Varia Berhad
672,PASDEC,6912.KL,Property,Property,0.28,-3.4,30.0,112.1,Pasdec Holdings Berhad
673,EFFICEN,0064.KL,Industrial Products & Services,Industrial Services,0.18,-2.7,261.0,166.76,Efficient E-Solutions Berhad
674,HPPHB,0228.KL,Industrial Products & Services,Packaging Materials,0.39,-1.3,414.0,151.54,HPP Holdings Berhad
675,RADIUM,5313.KL,Property,Property,0.49,-1.0,1132.0,1699.32,Radium Development Berhad
676,STRAITS,0080.KL,Transportation & Logistics,Transportation & Logistics Services,0.095,0.0,47632.0,94.47,Straits Energy Resources Berhad
677,NE,0325.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.335,-1.5,20724.0,247.9,Northeast Group Berhad
678,CRESBLD,8591.KL,Construction,Construction,0.57,0.0,510.0,100.85,Crest Builder Holdings Berhad
679,HARTA,5168.KL,Health Care,Health Care Equipment & Services,2.17,0.0,89427.0,7437.91,Hartalega Holdings Berhad
680,TRIMODE,0199.KL,Transportation & Logistics,Transportation & Logistics Services,0.225,-4.3,60.0,37.35,Tri-Mode System (M) Berhad
681,MASTEEL,5098.KL,Industrial Products & Services,Metals,0.24,0.0,14058.0,166.23,Malaysia Steel Works (KL) Bhd.
682,VINVEST,0069.KL,Technology,Software,0.05,-9.1,6728.0,48.46,Vinvest Capital Holdings Berhad
683,CAMRES,7128.KL,Consumer Products & Services,Houshold Goods,0.3,13.2,51.0,59.04,CAM Resources Berhad
684,TCS,0221.KL,Construction,Construction,0.135,0.0,1750.0,81.08,TCS Group Holdings Berhad
685,TWRREIT,5111.KL,Real Estate Investment Trusts,Real Estate Investment Trusts,0.29,0.0,0.0,142.35,Tower Real Estate Investment Trust
686,RKI,7006.KL,Consumer Products & Services,Houshold Goods,1.2,2.6,280.0,234.83,Rhong Khen International Berhad
687,TDM,2054.KL,Plantation,Plantation,0.19,0.0,4998.0,327.35,TDM Berhad
688,MATANG,0189.KL,Plantation,Plantation,0.075,0.0,5470.0,179.19,Matang Berhad
689,OCR,7071.KL,Construction,Construction,0.03,0.0,85647.0,100.23,OCR Group Berhad
690,BINACOM,0195.KL,Telecommunications & Media,Telecommunications Service Providers,0.16,0.0,6781.0,68.34,Binasat Communications Berhad
691,MINHO,5576.KL,Industrial Products & Services,Wood & Wood Products,0.29,3.6,7674.0,103.45,Minho (M) Berhad
692,TMCLIFE,0101.KL,Health Care,Health Care Providers,0.425,0.0,1030.0,740.3,TMC Life Sciences Berhad
693,MELEWAR,3778.KL,Industrial Products & Services,Metals,0.17,0.0,280.0,61.11,Melewar Industrial Group Berhad
694,UEMS,5148.KL,Property,Property,0.845,3.0,49919.0,4274.41,UEM Sunrise Berhad
695,HUAYANG,5062.KL,Property,Property,0.21,-8.7,2069.0,92.4,Hua Yang Berhad
696,CGB,8052.KL,Industrial Products & Services,Packaging Materials,0.88,-1.1,84102.0,674.49,Central Global Berhad
697,HEXZA,3298.KL,Industrial Products & Services,Chemicals,0.88,-1.1,633.0,176.33,Hexza Corporation Berhad
698,SCIB,9237.KL,Industrial Products & Services,Building Materials,0.175,2.9,5841.0,122.37,Sarawak Consolidated Industries Berhad
699,MRCB,1651.KL,Property,Property,0.42,1.2,110194.0,1876.35,Malaysian Resources Corporation Berhad
700,METRO,0329.KL,Health Care,Health Care Providers,0.2,0.0,545.0,195.78,Metro Healthcare Berhad
701,LIONPSIM,8486.KL,Industrial Products & Services,Industrial Services,0.32,4.9,6.0,74.1,Lion Posim Berhad
702,HUBLINE,7013.KL,Transportation & Logistics,Transportation & Logistics Services,0.05,11.1,6131.0,214.5,Hubline Berhad
703,ENGTEX,5056.KL,Industrial Products & Services,Metals,0.435,-8.4,11205.0,345.52,Engtex Group Berhad
704,LEONFB,5232.KL,Industrial Products & Services,Metals,0.42,3.7,120.0,143.22,Leon Fuat Berhad
705,GADANG,9261.KL,Construction,Construction,0.28,0.0,3385.0,224.24,Gadang Holdings Berhad
706,NADIBHD,0206.KL,Construction,Construction,0.275,0.0,233.0,207.08,Gagasan Nadi Cergas Berhad
707,KRONO,0176.KL,Technology,Digital Services,0.21,2.4,1092.0,186.99,Kronologi Asia Berhad
708,ASIABRN,7722.KL,Consumer Products & Services,Personal Goods,0.55,0.0,0.0,127.96,Asia Brands Berhad
709,LEFORM,0266.KL,Industrial Products & Services,Metals,0.135,8.0,9699.0,199.94,Leform Berhad
710,OWG,5260.KL,Consumer Products & Services,"Travel, Leisure & Hospitality",0.23,-4.2,2757.0,105.54,Only World Group Holdings Berhad
711,ECM,2143.KL,Financial Services,Other Financials,0.19,11.8,2500.0,94.11,ECM Libra Group Berhad
